"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/01/2017 02:00 - 14/01/2017 03:00","BZN|SE4","2964.00","3117.00"
"14/01/2017 03:00 - 14/01/2017 04:00","BZN|SE4","2944.00","3117.00"
"14/01/2017 04:00 - 14/01/2017 05:00","BZN|SE4","2990.00","3139.00"
"14/01/2017 05:00 - 14/01/2017 06:00","BZN|SE4","3062.00","3195.00"
"14/01/2017 06:00 - 14/01/2017 07:00","BZN|SE4","3149.00","3308.00"
"14/01/2017 07:00 - 14/01/2017 08:00","BZN|SE4","3324.00","3466.00"
"14/01/2017 08:00 - 14/01/2017 09:00","BZN|SE4","3446.00","3604.00"
"14/01/2017 09:00 - 14/01/2017 10:00","BZN|SE4","3594.00","3724.00"
"14/01/2017 10:00 - 14/01/2017 11:00","BZN|SE4","3682.00","3826.00"
"14/01/2017 11:00 - 14/01/2017 12:00","BZN|SE4","3700.00","3846.00"
"14/01/2017 12:00 - 14/01/2017 13:00","BZN|SE4","3644.00","3802.00"
"14/01/2017 13:00 - 14/01/2017 14:00","BZN|SE4","3633.00","3751.00"
"14/01/2017 14:00 - 14/01/2017 15:00","BZN|SE4","3550.00","3717.00"
"14/01/2017 15:00 - 14/01/2017 16:00","BZN|SE4","3615.00","3770.00"
"14/01/2017 16:00 - 14/01/2017 17:00","BZN|SE4","3839.00","3942.00"
"14/01/2017 17:00 - 14/01/2017 18:00","BZN|SE4","3942.00","4063.00"
"14/01/2017 18:00 - 14/01/2017 19:00","BZN|SE4","3914.00","4010.00"
"14/01/2017 19:00 - 14/01/2017 20:00","BZN|SE4","3821.00","3879.00"
"14/01/2017 20:00 - 14/01/2017 21:00","BZN|SE4","3692.00","3739.00"
"14/01/2017 21:00 - 14/01/2017 22:00","BZN|SE4","3507.00","3598.00"
"14/01/2017 22:00 - 14/01/2017 23:00","BZN|SE4","3340.00","3461.00"
"14/01/2017 23:00 - 15/01/2017 00:00","BZN|SE4","3200.00","3328.00"
"15/01/2017 00:00 - 15/01/2017 01:00","BZN|SE4","3044.00","3064.00"
"15/01/2017 01:00 - 15/01/2017 02:00","BZN|SE4","2988.00","3022.00"
"15/01/2017 02:00 - 15/01/2017 03:00","BZN|SE4","2947.00","2991.00"
"15/01/2017 03:00 - 15/01/2017 04:00","BZN|SE4","2946.00","2979.00"
"15/01/2017 04:00 - 15/01/2017 05:00","BZN|SE4","2960.00","2996.00"
"15/01/2017 05:00 - 15/01/2017 06:00","BZN|SE4","2966.00","3032.00"
"15/01/2017 06:00 - 15/01/2017 07:00","BZN|SE4","3095.00","3119.00"
"15/01/2017 07:00 - 15/01/2017 08:00","BZN|SE4","3264.00","3241.00"
"15/01/2017 08:00 - 15/01/2017 09:00","BZN|SE4","3432.00","3359.00"
"15/01/2017 09:00 - 15/01/2017 10:00","BZN|SE4","3589.00","3492.00"
"15/01/2017 10:00 - 15/01/2017 11:00","BZN|SE4","3723.00","3612.00"
"15/01/2017 11:00 - 15/01/2017 12:00","BZN|SE4","3739.00","3680.00"
"15/01/2017 12:00 - 15/01/2017 13:00","BZN|SE4","3750.00","3688.00"
"15/01/2017 13:00 - 15/01/2017 14:00","BZN|SE4","3716.00","3669.00"
"15/01/2017 14:00 - 15/01/2017 15:00","BZN|SE4","3694.00","3654.00"
"15/01/2017 15:00 - 15/01/2017 16:00","BZN|SE4","3757.00","3709.00"
"15/01/2017 16:00 - 15/01/2017 17:00","BZN|SE4","3931.00","3882.00"
"15/01/2017 17:00 - 15/01/2017 18:00","BZN|SE4","4052.00","4039.00"
"15/01/2017 18:00 - 15/01/2017 19:00","BZN|SE4","4036.00","4056.00"
"15/01/2017 19:00 - 15/01/2017 20:00","BZN|SE4","4002.00","4003.00"
"15/01/2017 20:00 - 15/01/2017 21:00","BZN|SE4","3939.00","3889.00"
"15/01/2017 21:00 - 15/01/2017 22:00","BZN|SE4","3810.00","3752.00"
"15/01/2017 22:00 - 15/01/2017 23:00","BZN|SE4","3576.00","3597.00"
"15/01/2017 23:00 - 16/01/2017 00:00","BZN|SE4","3398.00","3440.00"
"16/01/2017 00:00 - 16/01/2017 01:00","BZN|SE4","3255.00","3545.00"
"16/01/2017 01:00 - 16/01/2017 02:00","BZN|SE4","3266.00","3507.00"
"16/01/2017 02:00 - 16/01/2017 03:00","BZN|SE4","3306.00","3503.00"
"16/01/2017 03:00 - 16/01/2017 04:00","BZN|SE4","3394.00","3535.00"
"16/01/2017 04:00 - 16/01/2017 05:00","BZN|SE4","3440.00","3617.00"
"16/01/2017 05:00 - 16/01/2017 06:00","BZN|SE4","3646.00","3802.00"
"16/01/2017 06:00 - 16/01/2017 07:00","BZN|SE4","4176.00","4243.00"
"16/01/2017 07:00 - 16/01/2017 08:00","BZN|SE4","4589.00","4687.00"
"16/01/2017 08:00 - 16/01/2017 09:00","BZN|SE4","4545.00","4809.00"
"16/01/2017 09:00 - 16/01/2017 10:00","BZN|SE4","4604.00","4799.00"
"16/01/2017 10:00 - 16/01/2017 11:00","BZN|SE4","4655.00","4849.00"
"16/01/2017 11:00 - 16/01/2017 12:00","BZN|SE4","4597.00","4836.00"
"16/01/2017 12:00 - 16/01/2017 13:00","BZN|SE4","4517.00","4758.00"
"16/01/2017 13:00 - 16/01/2017 14:00","BZN|SE4","4439.00","4724.00"
"16/01/2017 14:00 - 16/01/2017 15:00","BZN|SE4","4353.00","4692.00"
"16/01/2017 15:00 - 16/01/2017 16:00","BZN|SE4","4401.00","4723.00"
"16/01/2017 16:00 - 16/01/2017 17:00","BZN|SE4","4474.00","4788.00"
"16/01/2017 17:00 - 16/01/2017 18:00","BZN|SE4","4607.00","4889.00"
"16/01/2017 18:00 - 16/01/2017 19:00","BZN|SE4","4552.00","4837.00"
"16/01/2017 19:00 - 16/01/2017 20:00","BZN|SE4","4414.00","4755.00"
"16/01/2017 20:00 - 16/01/2017 21:00","BZN|SE4","4258.00","4616.00"
"16/01/2017 21:00 - 16/01/2017 22:00","BZN|SE4","4117.00","4455.00"
"16/01/2017 22:00 - 16/01/2017 23:00","BZN|SE4","3882.00","4249.00"
"16/01/2017 23:00 - 17/01/2017 00:00","BZN|SE4","3626.00","4031.00"
"17/01/2017 00:00 - 17/01/2017 01:00","BZN|SE4","3478.00","3801.00"
"17/01/2017 01:00 - 17/01/2017 02:00","BZN|SE4","3411.00","3752.00"
"17/01/2017 02:00 - 17/01/2017 03:00","BZN|SE4","3390.00","3731.00"
"17/01/2017 03:00 - 17/01/2017 04:00","BZN|SE4","3425.00","3742.00"
"17/01/2017 04:00 - 17/01/2017 05:00","BZN|SE4","3476.00","3799.00"
"17/01/2017 05:00 - 17/01/2017 06:00","BZN|SE4","3707.00","3976.00"
"17/01/2017 06:00 - 17/01/2017 07:00","BZN|SE4","4213.00","4404.00"
"17/01/2017 07:00 - 17/01/2017 08:00","BZN|SE4","4612.00","4806.00"
"17/01/2017 08:00 - 17/01/2017 09:00","BZN|SE4","4677.00","4926.00"
"17/01/2017 09:00 - 17/01/2017 10:00","BZN|SE4","4610.00","4927.00"
"17/01/2017 10:00 - 17/01/2017 11:00","BZN|SE4","4556.00","4947.00"
"17/01/2017 11:00 - 17/01/2017 12:00","BZN|SE4","4480.00","4933.00"
"17/01/2017 12:00 - 17/01/2017 13:00","BZN|SE4","4423.00","4843.00"
"17/01/2017 13:00 - 17/01/2017 14:00","BZN|SE4","4387.00","4793.00"
"17/01/2017 14:00 - 17/01/2017 15:00","BZN|SE4","4380.00","4732.00"
"17/01/2017 15:00 - 17/01/2017 16:00","BZN|SE4","4442.00","4746.00"
"17/01/2017 16:00 - 17/01/2017 17:00","BZN|SE4","4507.00","4811.00"
"17/01/2017 17:00 - 17/01/2017 18:00","BZN|SE4","4564.00","4896.00"
"17/01/2017 18:00 - 17/01/2017 19:00","BZN|SE4","4469.00","4814.00"
"17/01/2017 19:00 - 17/01/2017 20:00","BZN|SE4","4339.00","4707.00"
"17/01/2017 20:00 - 17/01/2017 21:00","BZN|SE4","4162.00","4549.00"
"17/01/2017 21:00 - 17/01/2017 22:00","BZN|SE4","3938.00","4346.00"
"17/01/2017 22:00 - 17/01/2017 23:00","BZN|SE4","3687.00","4093.00"
"17/01/2017 23:00 - 18/01/2017 00:00","BZN|SE4","3462.00","3818.00"
"18/01/2017 00:00 - 18/01/2017 01:00","BZN|SE4","3195.00","3407.00"
"18/01/2017 01:00 - 18/01/2017 02:00","BZN|SE4","3130.00","3325.00"
"18/01/2017 02:00 - 18/01/2017 03:00","BZN|SE4","3155.00","3278.00"
"18/01/2017 03:00 - 18/01/2017 04:00","BZN|SE4","3205.00","3258.00"
"18/01/2017 04:00 - 18/01/2017 05:00","BZN|SE4","3261.00","3281.00"
"18/01/2017 05:00 - 18/01/2017 06:00","BZN|SE4","3372.00","3515.00"
"18/01/2017 06:00 - 18/01/2017 07:00","BZN|SE4","3773.00","3905.00"
"18/01/2017 07:00 - 18/01/2017 08:00","BZN|SE4","4167.00","4287.00"
"18/01/2017 08:00 - 18/01/2017 09:00","BZN|SE4","4229.00","4471.00"
"18/01/2017 09:00 - 18/01/2017 10:00","BZN|SE4","4228.00","4448.00"
"18/01/2017 10:00 - 18/01/2017 11:00","BZN|SE4","4249.00","4475.00"
"18/01/2017 11:00 - 18/01/2017 12:00","BZN|SE4","4257.00","4473.00"
"18/01/2017 12:00 - 18/01/2017 13:00","BZN|SE4","4189.00","4429.00"
"18/01/2017 13:00 - 18/01/2017 14:00","BZN|SE4","4223.00","4421.00"
"18/01/2017 14:00 - 18/01/2017 15:00","BZN|SE4","4198.00","4390.00"
"18/01/2017 15:00 - 18/01/2017 16:00","BZN|SE4","4247.00","4411.00"
"18/01/2017 16:00 - 18/01/2017 17:00","BZN|SE4","4222.00","4449.00"
"18/01/2017 17:00 - 18/01/2017 18:00","BZN|SE4","4240.00","4516.00"
"18/01/2017 18:00 - 18/01/2017 19:00","BZN|SE4","4125.00","4438.00"
"18/01/2017 19:00 - 18/01/2017 20:00","BZN|SE4","3986.00","4339.00"
"18/01/2017 20:00 - 18/01/2017 21:00","BZN|SE4","3804.00","4076.00"
"18/01/2017 21:00 - 18/01/2017 22:00","BZN|SE4","3619.00","3883.00"
"18/01/2017 22:00 - 18/01/2017 23:00","BZN|SE4","3390.00","3545.00"
"18/01/2017 23:00 - 19/01/2017 00:00","BZN|SE4","3164.00","3298.00"
"19/01/2017 00:00 - 19/01/2017 01:00","BZN|SE4","3007.00","3151.00"
"19/01/2017 01:00 - 19/01/2017 02:00","BZN|SE4","2924.00","3086.00"
"19/01/2017 02:00 - 19/01/2017 03:00","BZN|SE4","2844.00","3049.00"
"19/01/2017 03:00 - 19/01/2017 04:00","BZN|SE4","2846.00","3042.00"
"19/01/2017 04:00 - 19/01/2017 05:00","BZN|SE4","2868.00","3075.00"
"19/01/2017 05:00 - 19/01/2017 06:00","BZN|SE4","3041.00","3226.00"
"19/01/2017 06:00 - 19/01/2017 07:00","BZN|SE4","3461.00","3717.00"
"19/01/2017 07:00 - 19/01/2017 08:00","BZN|SE4","3882.00","4096.00"
"19/01/2017 08:00 - 19/01/2017 09:00","BZN|SE4","3993.00","4287.00"
"19/01/2017 09:00 - 19/01/2017 10:00","BZN|SE4","3961.00","4171.00"
"19/01/2017 10:00 - 19/01/2017 11:00","BZN|SE4","4000.00","4204.00"
"19/01/2017 11:00 - 19/01/2017 12:00","BZN|SE4","3997.00","4102.00"
"19/01/2017 12:00 - 19/01/2017 13:00","BZN|SE4","3967.00","4036.00"
"19/01/2017 13:00 - 19/01/2017 14:00","BZN|SE4","3964.00","4022.00"
"19/01/2017 14:00 - 19/01/2017 15:00","BZN|SE4","3930.00","3997.00"
"19/01/2017 15:00 - 19/01/2017 16:00","BZN|SE4","3958.00","4016.00"
"19/01/2017 16:00 - 19/01/2017 17:00","BZN|SE4","4014.00","4048.00"
"19/01/2017 17:00 - 19/01/2017 18:00","BZN|SE4","4098.00","4106.00"
"19/01/2017 18:00 - 19/01/2017 19:00","BZN|SE4","3978.00","4029.00"
"19/01/2017 19:00 - 19/01/2017 20:00","BZN|SE4","3850.00","3933.00"
"19/01/2017 20:00 - 19/01/2017 21:00","BZN|SE4","3740.00","3781.00"
"19/01/2017 21:00 - 19/01/2017 22:00","BZN|SE4","3567.00","3593.00"
"19/01/2017 22:00 - 19/01/2017 23:00","BZN|SE4","3309.00","3366.00"
"19/01/2017 23:00 - 20/01/2017 00:00","BZN|SE4","3090.00","3132.00"
"20/01/2017 00:00 - 20/01/2017 01:00","BZN|SE4","2930.00","3010.00"
"20/01/2017 01:00 - 20/01/2017 02:00","BZN|SE4","2908.00","2952.00"
"20/01/2017 02:00 - 20/01/2017 03:00","BZN|SE4","2922.00","2922.00"
"20/01/2017 03:00 - 20/01/2017 04:00","BZN|SE4","2930.00","2926.00"
"20/01/2017 04:00 - 20/01/2017 05:00","BZN|SE4","2944.00","2967.00"
"20/01/2017 05:00 - 20/01/2017 06:00","BZN|SE4","3075.00","3117.00"
"20/01/2017 06:00 - 20/01/2017 07:00","BZN|SE4","3511.00","3503.00"
"20/01/2017 07:00 - 20/01/2017 08:00","BZN|SE4","3864.00","3905.00"
"20/01/2017 08:00 - 20/01/2017 09:00","BZN|SE4","3922.00","4021.00"
"20/01/2017 09:00 - 20/01/2017 10:00","BZN|SE4","3903.00","4018.00"
"20/01/2017 10:00 - 20/01/2017 11:00","BZN|SE4","3881.00","4015.00"
"20/01/2017 11:00 - 20/01/2017 12:00","BZN|SE4","3789.00","3972.00"
"20/01/2017 12:00 - 20/01/2017 13:00","BZN|SE4","3633.00","3879.00"
"20/01/2017 13:00 - 20/01/2017 14:00","BZN|SE4","3604.00","3807.00"
"20/01/2017 14:00 - 20/01/2017 15:00","BZN|SE4","3516.00","3727.00"
"20/01/2017 15:00 - 20/01/2017 16:00","BZN|SE4","3489.00","3712.00"
"20/01/2017 16:00 - 20/01/2017 17:00","BZN|SE4","3584.00","3775.00"
"20/01/2017 17:00 - 20/01/2017 18:00","BZN|SE4","3725.00","3860.00"
"20/01/2017 18:00 - 20/01/2017 19:00","BZN|SE4","3687.00","3794.00"
"20/01/2017 19:00 - 20/01/2017 20:00","BZN|SE4","3577.00","3662.00"
"20/01/2017 20:00 - 20/01/2017 21:00","BZN|SE4","3427.00","3508.00"
"20/01/2017 21:00 - 20/01/2017 22:00","BZN|SE4","3279.00","3353.00"
"20/01/2017 22:00 - 20/01/2017 23:00","BZN|SE4","3133.00","3198.00"
"20/01/2017 23:00 - 21/01/2017 00:00","BZN|SE4","2984.00","3047.00"
"21/01/2017 00:00 - 21/01/2017 01:00","BZN|SE4","2797.00","2950.00"
"21/01/2017 01:00 - 21/01/2017 02:00","BZN|SE4","2718.00","2890.00"
"21/01/2017 02:00 - 21/01/2017 03:00","BZN|SE4","2643.00","2870.00"
"21/01/2017 03:00 - 21/01/2017 04:00","BZN|SE4","2667.00","2872.00"
"21/01/2017 04:00 - 21/01/2017 05:00","BZN|SE4","2703.00","2894.00"
"21/01/2017 05:00 - 21/01/2017 06:00","BZN|SE4","2830.00","2956.00"
"21/01/2017 06:00 - 21/01/2017 07:00","BZN|SE4","3001.00","3064.00"
"21/01/2017 07:00 - 21/01/2017 08:00","BZN|SE4","3208.00","3208.00"
"21/01/2017 08:00 - 21/01/2017 09:00","BZN|SE4","3382.00","3346.00"
"21/01/2017 09:00 - 21/01/2017 10:00","BZN|SE4","3481.00","3465.00"
"21/01/2017 10:00 - 21/01/2017 11:00","BZN|SE4","3553.00","3557.00"
"21/01/2017 11:00 - 21/01/2017 12:00","BZN|SE4","3551.00","3581.00"
"21/01/2017 12:00 - 21/01/2017 13:00","BZN|SE4","3501.00","3548.00"
"21/01/2017 13:00 - 21/01/2017 14:00","BZN|SE4","3452.00","3495.00"
"21/01/2017 14:00 - 21/01/2017 15:00","BZN|SE4","3432.00","3458.00"
"21/01/2017 15:00 - 21/01/2017 16:00","BZN|SE4","3439.00","3488.00"
"21/01/2017 16:00 - 21/01/2017 17:00","BZN|SE4","3629.00","3660.00"
"21/01/2017 17:00 - 21/01/2017 18:00","BZN|SE4","3785.00","3807.00"
"21/01/2017 18:00 - 21/01/2017 19:00","BZN|SE4","3742.00","3779.00"
"21/01/2017 19:00 - 21/01/2017 20:00","BZN|SE4","3620.00","3672.00"
"21/01/2017 20:00 - 21/01/2017 21:00","BZN|SE4","3503.00","3537.00"
"21/01/2017 21:00 - 21/01/2017 22:00","BZN|SE4","3382.00","3398.00"
"21/01/2017 22:00 - 21/01/2017 23:00","BZN|SE4","3237.00","3266.00"
"21/01/2017 23:00 - 22/01/2017 00:00","BZN|SE4","3099.00","3135.00"
"22/01/2017 00:00 - 22/01/2017 01:00","BZN|SE4","2994.00","2901.00"
"22/01/2017 01:00 - 22/01/2017 02:00","BZN|SE4","2949.00","2836.00"
"22/01/2017 02:00 - 22/01/2017 03:00","BZN|SE4","2911.00","2803.00"
"22/01/2017 03:00 - 22/01/2017 04:00","BZN|SE4","2917.00","2794.00"
"22/01/2017 04:00 - 22/01/2017 05:00","BZN|SE4","2955.00","2805.00"
"22/01/2017 05:00 - 22/01/2017 06:00","BZN|SE4","3008.00","2842.00"
"22/01/2017 06:00 - 22/01/2017 07:00","BZN|SE4","3110.00","2919.00"
"22/01/2017 07:00 - 22/01/2017 08:00","BZN|SE4","3239.00","3035.00"
"22/01/2017 08:00 - 22/01/2017 09:00","BZN|SE4","3349.00","3138.00"
"22/01/2017 09:00 - 22/01/2017 10:00","BZN|SE4","3497.00","3265.00"
"22/01/2017 10:00 - 22/01/2017 11:00","BZN|SE4","3624.00","3365.00"
"22/01/2017 11:00 - 22/01/2017 12:00","BZN|SE4","3707.00","3431.00"
"22/01/2017 12:00 - 22/01/2017 13:00","BZN|SE4","3719.00","3447.00"
"22/01/2017 13:00 - 22/01/2017 14:00","BZN|SE4","3671.00","3438.00"
"22/01/2017 14:00 - 22/01/2017 15:00","BZN|SE4","3666.00","3424.00"
"22/01/2017 15:00 - 22/01/2017 16:00","BZN|SE4","3682.00","3467.00"
"22/01/2017 16:00 - 22/01/2017 17:00","BZN|SE4","3803.00","3628.00"
"22/01/2017 17:00 - 22/01/2017 18:00","BZN|SE4","3869.00","3779.00"
"22/01/2017 18:00 - 22/01/2017 19:00","BZN|SE4","3817.00","3780.00"
"22/01/2017 19:00 - 22/01/2017 20:00","BZN|SE4","3683.00","3712.00"
"22/01/2017 20:00 - 22/01/2017 21:00","BZN|SE4","3560.00","3592.00"
"22/01/2017 21:00 - 22/01/2017 22:00","BZN|SE4","3443.00","3441.00"
"22/01/2017 22:00 - 22/01/2017 23:00","BZN|SE4","3215.00","3275.00"
"22/01/2017 23:00 - 23/01/2017 00:00","BZN|SE4","3086.00","3109.00"
"23/01/2017 00:00 - 23/01/2017 01:00","BZN|SE4","2942.00","2995.00"
"23/01/2017 01:00 - 23/01/2017 02:00","BZN|SE4","2855.00","2951.00"
"23/01/2017 02:00 - 23/01/2017 03:00","BZN|SE4","2871.00","2943.00"
"23/01/2017 03:00 - 23/01/2017 04:00","BZN|SE4","2853.00","2970.00"
"23/01/2017 04:00 - 23/01/2017 05:00","BZN|SE4","2899.00","3044.00"
"23/01/2017 05:00 - 23/01/2017 06:00","BZN|SE4","3047.00","3219.00"
"23/01/2017 06:00 - 23/01/2017 07:00","BZN|SE4","3487.00","3747.00"
"23/01/2017 07:00 - 23/01/2017 08:00","BZN|SE4","3976.00","4174.00"
"23/01/2017 08:00 - 23/01/2017 09:00","BZN|SE4","4109.00","4291.00"
"23/01/2017 09:00 - 23/01/2017 10:00","BZN|SE4","4128.00","4285.00"
"23/01/2017 10:00 - 23/01/2017 11:00","BZN|SE4","4134.00","4221.00"
"23/01/2017 11:00 - 23/01/2017 12:00","BZN|SE4","4123.00","4218.00"
"23/01/2017 12:00 - 23/01/2017 13:00","BZN|SE4","4052.00","4169.00"
"23/01/2017 13:00 - 23/01/2017 14:00","BZN|SE4","4020.00","4161.00"
"23/01/2017 14:00 - 23/01/2017 15:00","BZN|SE4","3969.00","4140.00"
"23/01/2017 15:00 - 23/01/2017 16:00","BZN|SE4","3971.00","4161.00"
"23/01/2017 16:00 - 23/01/2017 17:00","BZN|SE4","4085.00","4200.00"
"23/01/2017 17:00 - 23/01/2017 18:00","BZN|SE4","4244.00","4292.00"
"23/01/2017 18:00 - 23/01/2017 19:00","BZN|SE4","4099.00","4222.00"
"23/01/2017 19:00 - 23/01/2017 20:00","BZN|SE4","3960.00","4123.00"
"23/01/2017 20:00 - 23/01/2017 21:00","BZN|SE4","3820.00","3974.00"
"23/01/2017 21:00 - 23/01/2017 22:00","BZN|SE4","3639.00","3792.00"
"23/01/2017 22:00 - 23/01/2017 23:00","BZN|SE4","3413.00","3573.00"
"23/01/2017 23:00 - 24/01/2017 00:00","BZN|SE4","3175.00","3344.00"
"24/01/2017 00:00 - 24/01/2017 01:00","BZN|SE4","3022.00","3204.00"
"24/01/2017 01:00 - 24/01/2017 02:00","BZN|SE4","2915.00","3136.00"
"24/01/2017 02:00 - 24/01/2017 03:00","BZN|SE4","2876.00","3104.00"
"24/01/2017 03:00 - 24/01/2017 04:00","BZN|SE4","2881.00","3105.00"
"24/01/2017 04:00 - 24/01/2017 05:00","BZN|SE4","2935.00","3147.00"
"24/01/2017 05:00 - 24/01/2017 06:00","BZN|SE4","3115.00","3305.00"
"24/01/2017 06:00 - 24/01/2017 07:00","BZN|SE4","3586.00","3702.00"
"24/01/2017 07:00 - 24/01/2017 08:00","BZN|SE4","3994.00","4101.00"
"24/01/2017 08:00 - 24/01/2017 09:00","BZN|SE4","4094.00","4200.00"
"24/01/2017 09:00 - 24/01/2017 10:00","BZN|SE4","4136.00","4192.00"
"24/01/2017 10:00 - 24/01/2017 11:00","BZN|SE4","4154.00","4211.00"
"24/01/2017 11:00 - 24/01/2017 12:00","BZN|SE4","3395.00","4190.00"
"24/01/2017 12:00 - 24/01/2017 13:00","BZN|SE4","4080.00","4130.00"
"24/01/2017 13:00 - 24/01/2017 14:00","BZN|SE4","4060.00","4087.00"
"24/01/2017 14:00 - 24/01/2017 15:00","BZN|SE4","4018.00","4049.00"
"24/01/2017 15:00 - 24/01/2017 16:00","BZN|SE4","4030.00","4072.00"
"24/01/2017 16:00 - 24/01/2017 17:00","BZN|SE4","4088.00","4130.00"
"24/01/2017 17:00 - 24/01/2017 18:00","BZN|SE4","4167.00","4241.00"
"24/01/2017 18:00 - 24/01/2017 19:00","BZN|SE4","4075.00","4186.00"
"24/01/2017 19:00 - 24/01/2017 20:00","BZN|SE4","3977.00","4094.00"
"24/01/2017 20:00 - 24/01/2017 21:00","BZN|SE4","3830.00","3941.00"
"24/01/2017 21:00 - 24/01/2017 22:00","BZN|SE4","3634.00","3749.00"
"24/01/2017 22:00 - 24/01/2017 23:00","BZN|SE4","3377.00","3526.00"
"24/01/2017 23:00 - 25/01/2017 00:00","BZN|SE4","3154.00","3286.00"
"25/01/2017 00:00 - 25/01/2017 01:00","BZN|SE4","2993.00","3146.00"
"25/01/2017 01:00 - 25/01/2017 02:00","BZN|SE4","2913.00","3092.00"
"25/01/2017 02:00 - 25/01/2017 03:00","BZN|SE4","2892.00","3066.00"
"25/01/2017 03:00 - 25/01/2017 04:00","BZN|SE4","2894.00","3069.00"
"25/01/2017 04:00 - 25/01/2017 05:00","BZN|SE4","2885.00","3114.00"
"25/01/2017 05:00 - 25/01/2017 06:00","BZN|SE4","3029.00","3260.00"
"25/01/2017 06:00 - 25/01/2017 07:00","BZN|SE4","3493.00","3637.00"
"25/01/2017 07:00 - 25/01/2017 08:00","BZN|SE4","3952.00","4021.00"
"25/01/2017 08:00 - 25/01/2017 09:00","BZN|SE4","4039.00","4111.00"
"25/01/2017 09:00 - 25/01/2017 10:00","BZN|SE4","4049.00","4102.00"
"25/01/2017 10:00 - 25/01/2017 11:00","BZN|SE4","4132.00","4126.00"
"25/01/2017 11:00 - 25/01/2017 12:00","BZN|SE4","4136.00","4121.00"
"25/01/2017 12:00 - 25/01/2017 13:00","BZN|SE4","4038.00","4071.00"
"25/01/2017 13:00 - 25/01/2017 14:00","BZN|SE4","4026.00","4059.00"
"25/01/2017 14:00 - 25/01/2017 15:00","BZN|SE4","4008.00","4036.00"
"25/01/2017 15:00 - 25/01/2017 16:00","BZN|SE4","4023.00","4056.00"
"25/01/2017 16:00 - 25/01/2017 17:00","BZN|SE4","4046.00","4098.00"
"25/01/2017 17:00 - 25/01/2017 18:00","BZN|SE4","4145.00","4197.00"
"25/01/2017 18:00 - 25/01/2017 19:00","BZN|SE4","4102.00","4142.00"
"25/01/2017 19:00 - 25/01/2017 20:00","BZN|SE4","4037.00","4056.00"
"25/01/2017 20:00 - 25/01/2017 21:00","BZN|SE4","3869.00","3912.00"
"25/01/2017 21:00 - 25/01/2017 22:00","BZN|SE4","3712.00","3753.00"
"25/01/2017 22:00 - 25/01/2017 23:00","BZN|SE4","3490.00","3547.00"
"25/01/2017 23:00 - 26/01/2017 00:00","BZN|SE4","3238.00","3338.00"
"26/01/2017 00:00 - 26/01/2017 01:00","BZN|SE4","3075.00","3145.00"
"26/01/2017 01:00 - 26/01/2017 02:00","BZN|SE4","2988.00","3090.00"
"26/01/2017 02:00 - 26/01/2017 03:00","BZN|SE4","2937.00","3068.00"
"26/01/2017 03:00 - 26/01/2017 04:00","BZN|SE4","2967.00","3080.00"
"26/01/2017 04:00 - 26/01/2017 05:00","BZN|SE4","3041.00","3131.00"
"26/01/2017 05:00 - 26/01/2017 06:00","BZN|SE4","3217.00","3290.00"
"26/01/2017 06:00 - 26/01/2017 07:00","BZN|SE4","3704.00","3674.00"
"26/01/2017 07:00 - 26/01/2017 08:00","BZN|SE4","4119.00","4071.00"
"26/01/2017 08:00 - 26/01/2017 09:00","BZN|SE4","4228.00","4172.00"
"26/01/2017 09:00 - 26/01/2017 10:00","BZN|SE4","4171.00","4178.00"
"26/01/2017 10:00 - 26/01/2017 11:00","BZN|SE4","4195.00","4207.00"
"26/01/2017 11:00 - 26/01/2017 12:00","BZN|SE4","4171.00","4189.00"
"26/01/2017 12:00 - 26/01/2017 13:00","BZN|SE4","4063.00","4113.00"
"26/01/2017 13:00 - 26/01/2017 14:00","BZN|SE4","4062.00","4068.00"
"26/01/2017 14:00 - 26/01/2017 15:00","BZN|SE4","4084.00","4036.00"
"26/01/2017 15:00 - 26/01/2017 16:00","BZN|SE4","4057.00","4067.00"
"26/01/2017 16:00 - 26/01/2017 17:00","BZN|SE4","4141.00","4153.00"
"26/01/2017 17:00 - 26/01/2017 18:00","BZN|SE4","4327.00","4282.00"
"26/01/2017 18:00 - 26/01/2017 19:00","BZN|SE4","4270.00","4256.00"
"26/01/2017 19:00 - 26/01/2017 20:00","BZN|SE4","4146.00","4187.00"
"26/01/2017 20:00 - 26/01/2017 21:00","BZN|SE4","4073.00","4046.00"
"26/01/2017 21:00 - 26/01/2017 22:00","BZN|SE4","3885.00","3878.00"
"26/01/2017 22:00 - 26/01/2017 23:00","BZN|SE4","3625.00","3665.00"
"26/01/2017 23:00 - 27/01/2017 00:00","BZN|SE4","3411.00","3446.00"
"27/01/2017 00:00 - 27/01/2017 01:00","BZN|SE4","3230.00","3299.00"
"27/01/2017 01:00 - 27/01/2017 02:00","BZN|SE4","3157.00","3244.00"
"27/01/2017 02:00 - 27/01/2017 03:00","BZN|SE4","3134.00","3223.00"
"27/01/2017 03:00 - 27/01/2017 04:00","BZN|SE4","3163.00","3226.00"
"27/01/2017 04:00 - 27/01/2017 05:00","BZN|SE4","3194.00","3274.00"
"27/01/2017 05:00 - 27/01/2017 06:00","BZN|SE4","3389.00","3434.00"
"27/01/2017 06:00 - 27/01/2017 07:00","BZN|SE4","3866.00","3816.00"
