utc_time,Denmark,Sweden,Finland,Norway
2015-03-01T20:00:00Z,1707.7616996039121,3187.0016389757257,1982.8778164469088,1848.460950605921
2015-03-01T21:00:00Z,1315.472613422983,2454.917085902026,1527.3919446166608,1423.8519098231752
2015-03-01T22:00:00Z,1025.5786870953546,1913.92098641722,1190.7968354916172,1110.0741721219877
2015-03-01T23:00:00Z,803.8424972860636,1500.1199271088021,933.339502903423,870.0695577231053
2015-03-02T00:00:00Z,626.8119565207824,1169.747941545145,727.7897870393817,678.4538060961842
2015-03-02T01:00:00Z,465.8504371290953,869.3637449489173,540.8977714979916,504.23097207037205
2015-03-02T02:00:00Z,349.96302751246947,653.0962384985156,406.34119150934333,378.79581832913914
2015-03-02T03:00:00Z,287.69393816283616,536.8905115163291,334.04070839722317,311.3964966794709
2015-03-02T04:00:00Z,281.89340903056234,526.065643002314,327.3057286030824,305.1180729413421
2015-03-02T05:00:00Z,351.32108567261616,655.6306281520697,407.91802942520957,380.2657643282004
2015-03-02T06:00:00Z,477.97259761491443,891.9859558494151,554.972781565447,517.3518543926608
2015-03-02T07:00:00Z,676.4830218508557,1262.4434075772792,785.4627361312434,732.217176394822
2015-03-02T08:00:00Z,934.9782908826406,1744.8437601925432,1085.6009431998777,1012.009380911675
2015-03-02T09:00:00Z,1286.0900230929096,2400.0836957627494,1493.2758928462279,1392.0485435423946
2015-03-02T10:00:00Z,1610.873707811736,3006.1905874628887,1870.3814127335836,1743.5905407284756
2015-03-02T11:00:00Z,1857.4351589168705,3466.320211497992,2156.6632938067587,2010.4657226688355
2015-03-02T12:00:00Z,1953.4894191711492,3645.5753645629593,2268.1916539272615,2114.433711446516
2015-03-02T13:00:00Z,1968.6854256625918,3673.933945040168,2285.835698864827,2130.8816881232974
2015-03-02T14:00:00Z,1942.5050301002445,3625.0764471904477,2255.437707389539,2102.54433937046
2015-03-02T15:00:00Z,1889.1851044449877,3525.571527685121,2193.5280757465944,2044.83148605737
2015-03-02T16:00:00Z,1798.381645599022,3356.115348738212,2088.096407941844,1946.546902268163
2015-03-02T17:00:00Z,1709.6356861320296,3190.49884712714,1985.0536974938877,1850.4893313337413
2015-03-02T18:00:00Z,1623.8929303178484,3030.4868832954944,1885.4979992577714,1757.682392311387
2015-03-02T19:00:00Z,1464.5603842249388,2733.1426544970313,1700.4973805186864,1585.2227396082783
2015-03-02T20:00:00Z,1223.6874691784842,2283.6288990263715,1420.8204443634297,1324.5047614352954
2015-03-02T21:00:00Z,952.3702169828852,1777.3003359544189,1105.794664875131,1030.8341948535628
2015-03-02T22:00:00Z,760.1199681002446,1418.525538261876,882.5733841752533,822.7448121918881
2015-03-02T23:00:00Z,623.8193614889976,1164.1632014298814,724.3150924707475,675.2146568293313
2015-03-03T00:00:00Z,518.6019875405868,967.8079703106446,602.1474640741792,561.3286227801739
2015-03-03T01:00:00Z,408.43095469119805,762.2082883760479,474.22815478016935,442.0808072581078
2015-03-03T02:00:00Z,298.4608272596577,556.9835333976598,346.54211626178835,323.05044937064275
2015-03-03T03:00:00Z,218.42326062371637,407.61851595551,253.6106988388491,236.4187392541958
2015-03-03T04:00:00Z,177.31101163838633,330.8953964894779,205.87536988975722,191.91932996389718
2015-03-03T05:00:00Z,187.48751935354522,349.88665667219703,217.69128741617183,202.9342608698743
2015-03-03T06:00:00Z,223.73195130929096,417.5255222548464,259.7746062489085,242.16480290781092
2015-03-03T07:00:00Z,292.8490693154034,546.5109471053092,340.02631821952497,316.97634932107934
2015-03-03T08:00:00Z,420.5577178100244,784.8390886476162,488.30850895323954,455.2066714156174
2015-03-03T09:00:00Z,660.889719596577,1233.3433991551694,767.3573920821689,715.3391715099983
2015-03-03T10:00:00Z,992.731296185819,1852.6216325969265,1152.6578124781697,1074.5205469062173
2015-03-03T11:00:00Z,1339.0015629828852,2498.8264913115618,1554.7113488037023,1449.3193649607058
2015-03-03T12:00:00Z,1581.689341804401,2951.727120856619,1836.4955187259866,1712.001730096839
2015-03-03T13:00:00Z,1729.5539514767727,3227.6700428003846,2008.1807453152285,1872.0486248242232
2015-03-03T14:00:00Z,1811.3580103471882,3380.331664006287,2103.1632324310162,1960.5923651236467
2015-03-03T15:00:00Z,1859.6880290806846,3470.5244871332525,2159.279095690709,2012.9042025372864
2015-03-03T16:00:00Z,1880.626568383863,3509.5997041804926,2183.590781040429,2035.5678284246858
2015-03-03T17:00:00Z,1894.0828430611248,3534.7116208260572,2199.214827741879,2050.1327400791133
2015-03-03T18:00:00Z,1866.8391716528117,3483.869852065142,2167.582269354698,2020.6445141977824
